Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
Chevrolet,Model_5906,Compact,40.5,52.2,23.3,34,31,None,6002,2.0
Honda,Model_5907,Large,34.6,31.7,36.6,31,34,None,5659,4.8
Volkswagen,Model_5908,Midsize,27.6,23.4,43.9,15,41,Driver & Passenger,5516,4.2
Hyundai,Model_5909,Large,18.5,42.9,54.5,25,35,Driver & Passenger,4171,3.7
Mercedes-Benz,Model_5910,Van,39.7,44.5,36.0,30,26,None,5899,2.3
Mazda,Model_5911,Van,26.0,46.7,21.2,34,37,Driver only,5754,1.3
Lexus,Model_5912,SUV,31.2,11.4,22.0,24,32,Driver & Passenger,6044,4.9
Chevrolet,Model_5913,Sport,11.4,10.4,59.7,34,46,Driver & Passenger,4803,3.9
Kia,Model_5914,SUV,26.7,26.1,24.5,20,42,Driver & Passenger,5400,1.5
BMW,Model_5915,Compact,34.0,16.9,50.6,16,45,Driver & Passenger,4315,3.2
Toyota,Model_5916,Small,29.8,46.2,26.3,36,25,Driver only,4470,3.4
Audi,Model_5917,Large,24.9,34.0,50.2,21,21,None,5632,2.8
Mazda,Model_5918,Compact,16.7,47.1,16.2,31,21,Driver & Passenger,6253,2.9
Volkswagen,Model_5919,Small,19.8,18.0,23.0,22,41,Driver & Passenger,5100,3.2
Lexus,Model_5920,Large,34.1,38.2,33.7,27,38,None,5478,4.2
Mazda,Model_5921,Compact,16.7,36.1,39.3,36,25,Driver & Passenger,6424,4.2
Chevrolet,Model_5922,Midsize,31.2,25.3,30.7,18,44,None,5573,4.8
Lexus,Model_5923,Large,30.0,33.3,42.4,25,29,Driver only,5600,1.7
Kia,Model_5924,Compact,43.9,36.5,29.2,16,47,Driver & Passenger,5504,1.4
Toyota,Model_5925,Van,10.7,50.0,48.0,22,36,Driver only,4853,3.4
Hyundai,Model_5926,Small,12.4,12.5,39.1,32,38,Driver only,6430,3.8
Mercedes-Benz,Model_5927,Compact,27.0,47.1,49.4,22,35,Driver only,6198,2.4
BMW,Model_5928,Midsize,27.7,54.1,34.8,25,37,Driver & Passenger,5406,4.9
Volkswagen,Model_5929,SUV,10.0,42.9,58.5,19,46,Driver only,4363,4.4
Hyundai,Model_5930,Large,38.6,43.2,32.3,21,38,None,6382,3.0
Audi,Model_5931,Large,26.6,19.8,28.3,37,21,Driver & Passenger,6334,3.9
Toyota,Model_5932,Large,21.2,33.5,41.5,18,22,Driver & Passenger,4322,2.8
Subaru,Model_5933,Midsize,20.1,41.8,39.0,36,34,None,6473,1.8
Subaru,Model_5934,Small,39.9,37.1,39.5,24,34,None,4800,1.6
Toyota,Model_5935,Large,15.7,27.3,54.2,20,31,Driver & Passenger,5632,2.2
BMW,Model_5936,Small,14.4,52.3,43.2,27,39,Driver & Passenger,4406,4.6
Nissan,Model_5937,Compact,16.3,33.1,58.9,30,32,Driver & Passenger,6395,2.5
Hyundai,Model_5938,Van,31.3,53.6,44.8,36,42,Driver & Passenger,4820,4.6
Ford,Model_5939,Van,38.1,35.4,13.2,16,21,Driver only,6191,4.2
Mazda,Model_5940,Small,20.6,45.7,58.1,29,37,Driver only,4420,3.4
Volkswagen,Model_5941,Small,14.8,43.4,56.5,22,34,Driver & Passenger,5412,4.6
Nissan,Model_5942,Van,16.1,39.7,14.6,31,37,None,6282,1.8
Ford,Model_5943,Large,31.1,10.7,18.6,28,32,Driver & Passenger,4650,1.3
Mercedes-Benz,Model_5944,Sport,17.5,13.5,41.5,32,25,Driver & Passenger,4779,4.0
Kia,Model_5945,Sport,40.5,36.2,14.3,28,27,None,6324,4.6
Volkswagen,Model_5946,Midsize,12.3,51.0,33.8,18,35,Driver & Passenger,6449,2.5
Volkswagen,Model_5947,SUV,9.7,37.1,63.7,35,39,Driver & Passenger,5433,1.0
Subaru,Model_5948,Van,11.7,20.6,21.2,35,47,Driver & Passenger,5496,4.1
BMW,Model_5949,Van,39.4,24.4,22.9,36,45,Driver & Passenger,5086,2.5
Kia,Model_5950,Midsize,32.3,38.0,47.8,37,22,Driver & Passenger,5137,3.3
Mazda,Model_5951,Sport,43.5,36.9,14.3,15,44,Driver & Passenger,6420,1.8
Honda,Model_5952,Compact,20.8,53.0,55.5,37,36,Driver only,4886,3.7
Ford,Model_5953,Large,16.3,33.8,22.5,20,45,Driver & Passenger,5171,3.1
Subaru,Model_5954,Large,29.0,26.0,40.2,19,37,Driver & Passenger,6366,1.1
Volkswagen,Model_5955,Compact,28.1,33.6,25.2,29,31,None,4616,1.0
Nissan,Model_5956,Compact,30.1,45.4,46.9,30,26,Driver & Passenger,6165,2.8
Hyundai,Model_5957,Sport,21.2,34.3,43.1,36,31,Driver & Passenger,4242,1.7
Subaru,Model_5958,Midsize,8.7,24.7,62.2,22,22,None,4907,4.6
Ford,Model_5959,Compact,9.8,25.2,35.6,20,31,None,4543,1.4
Ford,Model_5960,Midsize,32.7,44.1,58.4,19,44,Driver only,4096,3.9
Hyundai,Model_5961,SUV,27.6,13.0,42.5,20,34,None,4303,2.4
BMW,Model_5962,Small,38.5,22.4,60.5,15,36,Driver only,4990,4.7
Volkswagen,Model_5963,Large,19.5,16.9,27.5,28,31,Driver & Passenger,6016,1.5
Kia,Model_5964,Sport,38.3,52.5,41.1,33,28,Driver & Passenger,5210,4.1
Hyundai,Model_5965,Large,24.0,14.1,32.7,33,41,Driver & Passenger,5299,4.8
Mercedes-Benz,Model_5966,Sport,12.0,44.1,15.5,29,20,None,4868,4.8
Honda,Model_5967,Small,44.2,38.4,42.4,33,44,Driver & Passenger,5575,2.0
BMW,Model_5968,Large,27.2,38.5,54.1,20,35,Driver & Passenger,4118,2.2
Audi,Model_5969,Small,31.5,44.4,41.5,19,44,Driver only,4956,1.6
Mercedes-Benz,Model_5970,Sport,33.0,28.0,26.8,30,45,Driver only,5591,2.5
Volkswagen,Model_5971,Compact,21.7,28.0,26.0,23,34,Driver & Passenger,5805,3.7
BMW,Model_5972,SUV,35.8,23.0,24.6,29,30,None,4203,1.0
Mazda,Model_5973,Large,40.3,36.9,63.9,36,24,Driver & Passenger,6081,3.6
Honda,Model_5974,Small,22.6,51.8,33.2,22,26,Driver & Passenger,4557,1.1
Subaru,Model_5975,Van,32.5,51.6,28.8,22,22,Driver only,5740,3.7
Hyundai,Model_5976,Large,36.1,41.6,34.2,18,32,Driver & Passenger,6453,4.4
Toyota,Model_5977,Large,15.4,50.8,18.1,16,43,None,4354,2.4
Audi,Model_5978,Large,20.6,53.4,22.4,30,32,Driver & Passenger,6020,2.6
Chevrolet,Model_5979,Midsize,12.5,45.8,39.0,17,38,Driver only,5174,3.9
Lexus,Model_5980,Small,30.5,28.4,54.3,23,29,Driver & Passenger,6161,4.2
BMW,Model_5981,Small,37.7,31.7,58.5,18,26,Driver only,5599,5.0
Ford,Model_5982,Large,30.8,51.9,57.9,16,39,Driver only,4607,3.2
Hyundai,Model_5983,Compact,15.1,40.2,62.1,33,40,Driver & Passenger,5195,4.4
Toyota,Model_5984,Large,28.4,46.9,18.7,37,42,Driver only,4010,1.2
BMW,Model_5985,Midsize,39.0,15.2,14.2,29,34,Driver & Passenger,5603,1.4
BMW,Model_5986,Sport,19.5,18.7,17.6,21,37,Driver & Passenger,4316,4.5
Nissan,Model_5987,Midsize,38.9,25.5,43.8,22,39,Driver & Passenger,4690,2.5
Mercedes-Benz,Model_5988,Compact,37.1,18.5,41.5,17,26,Driver & Passenger,4062,1.9
Nissan,Model_5989,Large,9.3,50.8,47.6,37,22,Driver & Passenger,4009,2.6
Toyota,Model_5990,Small,17.2,19.8,31.7,29,39,Driver only,4498,3.1
Kia,Model_5991,SUV,28.3,35.1,32.8,15,29,Driver only,5536,2.3
Subaru,Model_5992,Van,34.7,13.8,40.9,30,34,Driver only,5583,1.8
Nissan,Model_5993,Large,40.6,17.0,16.2,36,31,Driver only,5910,1.1
Ford,Model_5994,Compact,31.9,21.1,54.4,17,35,Driver & Passenger,6203,4.1
Audi,Model_5995,Small,22.4,54.2,60.9,16,43,None,6219,4.6
Chevrolet,Model_5996,Midsize,15.2,45.9,32.5,29,38,Driver & Passenger,4236,1.1
Mercedes-Benz,Model_5997,Sport,36.2,40.3,51.2,18,31,None,5140,2.4
Hyundai,Model_5998,Sport,16.0,51.2,41.1,28,44,None,4239,4.6
Honda,Model_5999,SUV,33.9,53.0,24.5,23,40,Driver & Passenger,6433,1.1
Chevrolet,Model_6000,Large,15.1,30.4,15.6,36,21,None,5640,3.9
Chevrolet,Model_6001,Midsize,11.8,24.7,25.0,23,27,Driver & Passenger,4569,2.0
Honda,Model_6002,SUV,17.7,24.2,44.1,28,45,Driver only,4169,4.1
Nissan,Model_6003,Van,18.9,11.6,14.1,29,43,Driver & Passenger,5808,3.7
Toyota,Model_6004,Van,32.1,22.6,56.3,19,32,None,4420,4.8
Honda,Model_6005,SUV,14.4,26.0,63.4,16,20,Driver only,5963,2.2
Subaru,Model_6006,Compact,42.5,11.7,16.4,31,44,Driver only,5046,1.6
Subaru,Model_6007,Sport,28.7,49.7,25.1,25,21,None,6343,3.0
Volkswagen,Model_6008,Midsize,26.4,48.2,47.8,27,33,Driver & Passenger,5611,4.9
Mazda,Model_6009,Large,24.4,21.3,54.7,26,23,Driver & Passenger,6268,1.2
Kia,Model_6010,Small,29.2,46.1,30.3,17,25,Driver & Passenger,6281,1.7
Audi,Model_6011,Large,9.3,45.8,39.3,37,32,Driver only,5915,4.4
Hyundai,Model_6012,Large,44.6,25.1,59.3,34,28,Driver & Passenger,4908,3.7
Nissan,Model_6013,Midsize,28.8,41.4,32.4,27,35,None,4473,2.7
Mercedes-Benz,Model_6014,Sport,9.8,23.0,16.3,29,20,Driver & Passenger,4480,3.0
Hyundai,Model_6015,Midsize,30.0,13.2,64.7,25,28,Driver & Passenger,5121,2.0
Kia,Model_6016,Small,24.5,32.7,21.6,30,43,Driver only,5811,4.8
Honda,Model_6017,SUV,9.4,29.7,14.6,21,47,Driver & Passenger,4777,2.4
Mazda,Model_6018,Midsize,42.2,16.2,33.8,15,26,Driver only,6240,2.5
Hyundai,Model_6019,Compact,8.9,32.1,18.4,37,37,Driver & Passenger,4318,2.9
Mercedes-Benz,Model_6020,Large,29.6,52.7,63.9,33,35,Driver & Passenger,5692,1.9
Audi,Model_6021,Sport,43.6,42.9,32.2,32,26,Driver & Passenger,6485,1.8
Lexus,Model_6022,Van,17.2,43.2,55.8,23,37,Driver only,4637,3.4
Audi,Model_6023,Small,17.8,44.1,21.4,32,28,Driver & Passenger,4085,4.1
Nissan,Model_6024,Van,8.5,43.5,19.4,17,47,None,5600,4.0
Honda,Model_6025,Large,10.9,10.9,46.4,17,39,None,6296,3.3
Lexus,Model_6026,Midsize,10.1,51.6,60.2,18,21,None,4776,3.6
Kia,Model_6027,Van,38.5,47.4,18.1,30,24,Driver & Passenger,4022,3.3
Toyota,Model_6028,Compact,39.0,22.4,43.2,25,28,Driver & Passenger,6259,4.5
Kia,Model_6029,Midsize,35.0,34.9,16.5,37,23,Driver only,5551,2.5
Kia,Model_6030,Large,21.4,37.7,55.0,37,35,Driver only,6005,1.5
Audi,Model_6031,Van,38.5,15.9,60.2,29,40,Driver only,5532,2.7
Toyota,Model_6032,SUV,28.2,21.4,45.3,23,43,None,5261,4.5
Toyota,Model_6033,Small,19.6,11.0,48.5,22,22,Driver only,4701,4.6
Nissan,Model_6034,Van,24.5,48.9,14.9,36,25,None,4726,3.4
Mercedes-Benz,Model_6035,SUV,10.9,11.1,15.9,20,36,Driver & Passenger,5715,1.2
Hyundai,Model_6036,SUV,43.0,24.3,21.5,35,38,Driver & Passenger,5686,3.9
BMW,Model_6037,Van,31.1,13.5,26.5,32,27,None,4889,3.6
Chevrolet,Model_6038,Sport,35.2,45.2,52.3,20,29,None,6417,2.8
Mercedes-Benz,Model_6039,Van,33.2,51.6,35.1,20,29,Driver & Passenger,4775,1.7
Chevrolet,Model_6040,Large,32.9,35.3,16.1,26,35,None,5575,3.4
Audi,Model_6041,SUV,9.1,16.3,57.2,19,25,None,5729,2.9
BMW,Model_6042,Small,27.7,35.1,64.7,28,45,Driver & Passenger,4431,1.2
Hyundai,Model_6043,Large,38.5,44.7,36.1,20,39,Driver & Passenger,6170,2.6
BMW,Model_6044,Compact,10.1,42.3,39.1,35,47,None,5709,4.8
Nissan,Model_6045,Midsize,43.4,43.4,16.2,34,27,Driver & Passenger,4002,2.6
Kia,Model_6046,Van,24.0,22.6,32.3,33,22,Driver & Passenger,4852,2.7
Audi,Model_6047,Sport,19.1,13.3,31.7,28,21,None,5095,3.2
Toyota,Model_6048,Small,27.9,16.7,63.2,15,29,Driver only,4144,2.2
Subaru,Model_6049,Sport,37.7,53.0,47.0,34,27,Driver only,5308,1.3
Audi,Model_6050,Sport,25.8,37.6,53.5,37,31,Driver & Passenger,6119,3.4
Chevrolet,Model_6051,Sport,32.0,42.8,18.8,21,39,Driver & Passenger,5957,3.0
Lexus,Model_6052,Van,26.7,50.5,34.1,21,31,Driver & Passenger,5066,3.7
Hyundai,Model_6053,Small,31.5,48.4,22.2,28,28,Driver & Passenger,5223,2.9
Hyundai,Model_6054,Small,13.5,19.8,57.6,34,46,Driver & Passenger,4408,2.0
BMW,Model_6055,SUV,9.9,12.6,20.1,30,38,Driver & Passenger,4361,2.5
Hyundai,Model_6056,Sport,13.5,51.6,35.3,26,44,Driver only,5525,1.1
Mercedes-Benz,Model_6057,SUV,18.9,54.2,14.8,37,45,None,5147,1.6
Hyundai,Model_6058,SUV,17.7,35.5,45.6,25,41,Driver & Passenger,6358,4.1
Nissan,Model_6059,Midsize,31.0,50.0,37.5,32,34,Driver only,6220,4.7
Audi,Model_6060,Van,25.1,20.4,38.4,26,33,Driver & Passenger,5237,2.5
Mercedes-Benz,Model_6061,Van,9.9,15.0,17.4,24,24,Driver & Passenger,5268,4.7
Lexus,Model_6062,Large,9.8,32.5,39.2,19,37,None,5077,3.5
Honda,Model_6063,SUV,11.8,46.5,41.9,16,31,Driver & Passenger,5125,2.1
Hyundai,Model_6064,Van,21.4,39.5,63.0,24,46,Driver & Passenger,5520,3.4
Audi,Model_6065,Sport,8.7,38.7,13.8,30,25,Driver & Passenger,4535,4.2
Mercedes-Benz,Model_6066,Compact,26.5,10.8,60.9,20,39,None,5824,4.1
Toyota,Model_6067,Sport,21.7,24.3,37.4,20,40,Driver & Passenger,4807,4.5
Audi,Model_6068,Small,28.8,52.3,23.1,34,30,Driver only,4156,4.1
Mazda,Model_6069,Van,34.8,16.0,47.3,37,34,Driver & Passenger,5295,3.8
Nissan,Model_6070,Van,17.7,42.7,39.4,26,41,Driver & Passenger,5914,2.5
Ford,Model_6071,Large,14.2,44.2,24.0,23,42,Driver & Passenger,4416,1.7
Nissan,Model_6072,SUV,18.6,43.0,45.2,31,23,Driver & Passenger,6367,1.5
BMW,Model_6073,Compact,8.6,54.5,37.1,24,46,Driver & Passenger,5278,4.3
Subaru,Model_6074,Van,12.9,28.4,48.5,22,43,Driver & Passenger,5180,4.1
Ford,Model_6075,Large,35.9,40.7,48.5,23,33,Driver & Passenger,5328,4.6
Lexus,Model_6076,Large,16.6,18.7,37.1,21,24,Driver only,6135,1.3
BMW,Model_6077,Compact,44.8,28.0,32.7,24,42,Driver & Passenger,6052,3.5
BMW,Model_6078,Sport,14.6,32.1,15.4,15,41,None,5460,3.9
Toyota,Model_6079,Sport,37.3,19.7,38.2,33,46,Driver & Passenger,5579,2.7
Lexus,Model_6080,Sport,34.2,50.8,24.9,36,46,Driver & Passenger,5262,3.1
Toyota,Model_6081,Midsize,20.3,42.2,14.8,25,40,None,5158,3.0
Lexus,Model_6082,SUV,20.6,22.8,29.5,37,42,Driver & Passenger,4990,2.7
Volkswagen,Model_6083,SUV,29.1,16.1,16.6,34,30,Driver only,6013,2.2
Kia,Model_6084,Sport,39.6,23.0,42.7,24,39,Driver & Passenger,4581,5.0
Chevrolet,Model_6085,Compact,22.6,38.0,38.7,16,26,None,6458,4.5
Lexus,Model_6086,Midsize,10.7,47.2,54.0,28,32,Driver & Passenger,4565,4.1
Kia,Model_6087,SUV,22.2,32.6,26.2,26,38,Driver & Passenger,5224,4.4
Kia,Model_6088,Sport,16.1,14.6,31.7,18,43,Driver & Passenger,6429,4.3
Hyundai,Model_6089,Midsize,42.8,21.2,48.5,36,45,Driver & Passenger,5652,1.3
Subaru,Model_6090,Compact,34.0,25.5,64.6,27,23,None,5622,3.3
Chevrolet,Model_6091,Sport,10.4,38.6,59.9,34,39,Driver & Passenger,5325,2.9
Honda,Model_6092,Small,19.2,21.1,39.6,24,31,Driver only,5500,1.8
Ford,Model_6093,Van,10.3,20.5,47.9,16,33,Driver & Passenger,6362,2.0
Hyundai,Model_6094,Compact,38.8,22.9,40.2,31,20,Driver only,4365,1.6
Kia,Model_6095,Large,41.6,36.7,35.0,24,27,Driver & Passenger,4821,2.9
Subaru,Model_6096,Large,12.6,32.2,43.9,37,35,Driver & Passenger,6172,2.0
Volkswagen,Model_6097,Compact,24.6,47.9,32.5,30,40,Driver & Passenger,5393,1.9
Lexus,Model_6098,Large,42.5,41.4,26.8,23,44,Driver & Passenger,4652,3.2
Audi,Model_6099,SUV,13.8,40.0,49.4,33,38,Driver & Passenger,5537,1.9
Audi,Model_6100,Compact,19.2,17.0,58.2,25,24,Driver only,6089,3.4
Hyundai,Model_6101,Small,19.6,12.5,27.3,20,33,Driver only,5205,1.6
BMW,Model_6102,Compact,9.6,32.9,49.5,18,31,Driver & Passenger,6287,3.8
Hyundai,Model_6103,Sport,9.8,13.2,35.0,30,31,Driver & Passenger,4368,2.2
Chevrolet,Model_6104,Sport,43.3,26.4,28.0,26,39,Driver & Passenger,6453,4.1
BMW,Model_6105,Midsize,29.3,11.2,44.9,30,31,Driver & Passenger,4212,4.2
Hyundai,Model_6106,Large,19.7,18.0,61.8,37,30,Driver & Passenger,6156,4.9
Lexus,Model_6107,Van,22.3,15.0,30.6,36,34,Driver & Passenger,4176,1.1
Subaru,Model_6108,Large,34.6,46.0,52.3,17,26,Driver & Passenger,6084,4.2
Mazda,Model_6109,SUV,21.9,25.6,28.7,26,29,Driver only,5827,2.9
Mazda,Model_6110,Compact,16.8,13.5,54.6,29,24,Driver & Passenger,5712,1.5
Volkswagen,Model_6111,Van,12.2,21.9,52.3,34,34,Driver only,4569,4.0
Mercedes-Benz,Model_6112,Van,35.1,40.7,52.6,26,21,Driver only,4961,1.3
Hyundai,Model_6113,Large,15.1,43.6,64.9,23,41,Driver & Passenger,4986,4.5
Hyundai,Model_6114,Van,11.0,15.4,19.4,24,32,Driver only,4160,3.5
Toyota,Model_6115,Van,24.1,45.0,32.6,37,33,Driver & Passenger,5967,1.8
Lexus,Model_6116,Sport,9.9,26.7,45.4,22,39,Driver & Passenger,4074,3.7
Toyota,Model_6117,Small,43.7,40.6,43.3,27,25,None,5222,1.7
Chevrolet,Model_6118,Compact,31.4,40.2,53.4,36,20,Driver & Passenger,6084,3.3
Chevrolet,Model_6119,Large,14.1,45.7,14.5,29,34,Driver & Passenger,5713,1.0
Kia,Model_6120,Sport,14.8,41.4,49.4,31,30,Driver & Passenger,5447,4.7
Mazda,Model_6121,SUV,29.3,11.7,51.1,26,32,Driver & Passenger,6485,1.3
Hyundai,Model_6122,SUV,21.5,33.4,15.2,30,47,Driver & Passenger,5855,4.0
Kia,Model_6123,Midsize,36.8,17.5,40.6,25,36,Driver & Passenger,4709,3.8
Toyota,Model_6124,Van,28.4,53.6,25.0,33,23,Driver & Passenger,5396,3.6
Mercedes-Benz,Model_6125,Van,24.3,21.5,54.5,27,42,Driver only,5844,1.2
Ford,Model_6126,Large,43.6,28.9,14.6,17,30,Driver & Passenger,6272,3.6
Ford,Model_6127,Small,22.8,18.9,19.7,18,42,Driver & Passenger,5990,3.5
Chevrolet,Model_6128,Small,23.1,16.1,17.5,29,20,Driver only,4693,3.5
Mercedes-Benz,Model_6129,Large,32.8,37.0,15.5,28,33,Driver & Passenger,5600,3.2
BMW,Model_6130,Large,38.0,32.2,43.8,25,40,Driver only,5638,2.3
Toyota,Model_6131,Sport,31.4,26.9,58.0,27,41,Driver & Passenger,6477,1.9
Ford,Model_6132,SUV,34.0,13.8,39.1,34,24,Driver & Passenger,6021,2.8
Mercedes-Benz,Model_6133,Large,22.1,43.1,23.2,32,42,Driver & Passenger,6217,2.5
Hyundai,Model_6134,SUV,26.0,10.3,30.2,27,41,Driver & Passenger,4092,3.8
Mercedes-Benz,Model_6135,Midsize,15.7,30.6,31.1,35,40,Driver & Passenger,4823,2.1
Toyota,Model_6136,SUV,33.3,38.5,35.9,33,24,Driver & Passenger,4014,4.2
Nissan,Model_6137,Sport,16.6,29.4,34.3,18,44,Driver & Passenger,6333,4.9
Mercedes-Benz,Model_6138,Van,8.5,15.7,47.6,26,22,Driver & Passenger,4779,3.8
Mercedes-Benz,Model_6139,Van,42.6,45.0,30.0,17,28,None,4603,3.0
Audi,Model_6140,SUV,19.7,24.6,47.1,30,32,Driver only,4862,1.7
Mazda,Model_6141,Van,15.7,16.1,41.0,15,30,Driver & Passenger,4122,4.9
Kia,Model_6142,Van,18.3,34.8,14.6,18,37,Driver only,5295,2.1
Toyota,Model_6143,Compact,20.6,10.9,60.7,23,29,Driver & Passenger,5181,3.3
Audi,Model_6144,Midsize,25.8,24.6,21.4,37,42,Driver & Passenger,4440,2.8
Mercedes-Benz,Model_6145,Sport,11.0,43.8,35.9,27,25,Driver & Passenger,4864,1.8
Nissan,Model_6146,Sport,10.4,51.1,62.2,36,43,Driver & Passenger,5275,4.1
Kia,Model_6147,Van,19.2,36.6,25.1,24,28,None,5691,1.5
Toyota,Model_6148,Small,19.3,19.8,13.2,23,32,Driver & Passenger,5742,2.7
Chevrolet,Model_6149,Sport,12.8,19.9,38.0,34,41,Driver & Passenger,5561,1.8
Audi,Model_6150,Midsize,23.3,37.2,23.9,20,37,None,4525,3.2
Kia,Model_6151,Large,18.9,28.3,42.8,33,29,None,5720,4.4
Toyota,Model_6152,Midsize,9.5,18.0,55.3,17,34,Driver & Passenger,5678,4.6
Audi,Model_6153,Van,40.8,45.4,39.1,24,31,Driver & Passenger,5729,3.1
Nissan,Model_6154,Van,40.8,19.0,46.2,24,39,Driver only,6063,2.0
Toyota,Model_6155,Compact,16.1,24.5,47.3,35,34,Driver & Passenger,6340,2.5
Toyota,Model_6156,SUV,14.4,12.8,55.5,16,33,Driver & Passenger,6298,3.8
Lexus,Model_6157,Sport,28.5,41.6,48.5,27,38,None,5802,2.2
Toyota,Model_6158,SUV,31.5,22.4,63.7,21,38,Driver only,4778,1.6
Volkswagen,Model_6159,SUV,43.5,20.5,36.2,27,40,Driver only,4160,2.1
Hyundai,Model_6160,Sport,22.3,23.7,14.7,28,29,Driver & Passenger,5922,1.5
Volkswagen,Model_6161,Sport,31.1,49.3,32.9,32,20,Driver & Passenger,4339,2.1
Mercedes-Benz,Model_6162,Van,40.6,33.3,56.5,28,44,Driver only,6336,1.2
Chevrolet,Model_6163,Sport,24.9,17.1,19.1,37,39,Driver & Passenger,5008,1.2
Hyundai,Model_6164,Small,13.0,44.9,51.0,27,26,None,4801,4.4
Mercedes-Benz,Model_6165,Small,22.3,19.4,40.4,33,42,Driver & Passenger,4860,1.7
Nissan,Model_6166,Large,13.5,28.6,59.7,22,42,None,4961,4.4
Volkswagen,Model_6167,Sport,9.1,35.6,50.8,18,30,Driver & Passenger,4241,5.0
Kia,Model_6168,Compact,35.9,36.3,47.0,23,40,Driver & Passenger,5946,2.6
Subaru,Model_6169,Large,17.2,13.1,59.0,26,23,Driver & Passenger,5479,2.8
Hyundai,Model_6170,Van,8.6,47.7,60.1,34,23,None,4838,2.1
BMW,Model_6171,Sport,40.3,31.6,32.4,16,40,None,6419,1.5
Subaru,Model_6172,Small,24.7,54.5,61.2,18,41,Driver only,5254,3.5
Hyundai,Model_6173,Compact,17.2,42.3,14.9,35,29,Driver & Passenger,4605,4.4
Mazda,Model_6174,Large,18.1,54.7,52.4,33,42,Driver & Passenger,5200,3.7
Mazda,Model_6175,Compact,17.3,30.4,29.8,23,24,Driver & Passenger,5326,1.4
Toyota,Model_6176,Sport,15.6,16.3,37.8,23,35,Driver only,5940,3.4
Mercedes-Benz,Model_6177,Midsize,39.2,42.7,56.3,25,47,Driver & Passenger,5235,3.6
Hyundai,Model_6178,Compact,14.7,45.0,45.8,24,31,None,5933,3.8
BMW,Model_6179,Compact,29.0,48.4,36.2,17,44,Driver & Passenger,5540,1.3
Hyundai,Model_6180,Van,11.3,23.6,20.7,22,44,Driver only,4158,3.8
Chevrolet,Model_6181,Small,43.2,33.0,61.8,36,20,Driver only,4567,3.4
Subaru,Model_6182,Sport,30.5,48.6,29.6,25,24,Driver only,5419,4.5
Chevrolet,Model_6183,Compact,41.5,48.9,17.4,20,37,Driver & Passenger,4193,1.7
BMW,Model_6184,Sport,23.0,11.2,41.9,32,23,Driver & Passenger,5091,1.2
Hyundai,Model_6185,Small,38.1,40.2,33.5,22,46,None,5505,4.3
Audi,Model_6186,Van,39.7,37.1,43.3,37,34,Driver & Passenger,5299,1.4
Lexus,Model_6187,Sport,34.2,13.8,24.4,16,42,None,5644,2.5
Mercedes-Benz,Model_6188,SUV,11.9,51.9,32.1,34,45,Driver & Passenger,5442,4.5
Chevrolet,Model_6189,Small,9.1,30.0,63.5,19,25,Driver & Passenger,4751,2.1
Chevrolet,Model_6190,Small,14.7,40.3,61.6,24,26,Driver & Passenger,4269,2.8
Ford,Model_6191,Large,12.8,49.7,57.8,32,38,None,4820,3.5
Hyundai,Model_6192,Van,35.0,15.9,53.3,26,33,Driver & Passenger,5717,3.6
Mercedes-Benz,Model_6193,Van,28.8,48.5,20.3,37,34,Driver & Passenger,5013,3.4
Hyundai,Model_6194,SUV,27.7,42.6,36.7,35,40,Driver & Passenger,6494,1.2
Chevrolet,Model_6195,Sport,17.7,47.8,50.6,16,35,Driver & Passenger,4441,4.1
Volkswagen,Model_6196,Midsize,14.1,32.3,25.9,24,41,Driver only,5178,4.2
Nissan,Model_6197,SUV,16.0,11.5,13.8,26,34,Driver & Passenger,4513,1.4
Lexus,Model_6198,Large,23.1,40.2,34.2,33,46,Driver & Passenger,5907,4.0
Lexus,Model_6199,Van,35.5,26.9,34.5,19,25,Driver & Passenger,5101,3.0
Hyundai,Model_6200,Small,17.8,28.1,15.5,24,25,Driver only,4317,1.1
Mazda,Model_6201,Van,34.0,29.9,29.0,15,44,Driver & Passenger,4327,3.8
Ford,Model_6202,SUV,26.4,32.2,60.6,21,25,Driver & Passenger,6106,2.8
Chevrolet,Model_6203,Midsize,40.8,39.8,25.3,15,31,Driver & Passenger,5995,1.5
Ford,Model_6204,Compact,17.0,42.7,42.2,36,21,Driver only,4936,1.7
Mazda,Model_6205,Compact,25.0,45.0,37.9,36,44,Driver & Passenger,4224,4.0
BMW,Model_6206,Van,12.0,40.2,57.7,31,23,Driver & Passenger,4381,4.8
BMW,Model_6207,Van,20.7,46.2,46.6,26,42,Driver & Passenger,6382,1.7
Subaru,Model_6208,Large,27.0,15.5,20.4,21,25,Driver only,5328,2.6
Hyundai,Model_6209,Van,35.2,47.7,19.6,22,44,Driver only,4769,2.3
Hyundai,Model_6210,Midsize,15.7,27.4,41.5,17,29,Driver & Passenger,4130,3.3
Mazda,Model_6211,Van,16.5,33.8,14.5,29,38,None,6249,1.8
Honda,Model_6212,Sport,31.6,29.5,32.9,26,43,Driver & Passenger,4786,3.3
Hyundai,Model_6213,SUV,22.5,31.4,33.1,31,24,None,4744,4.3
Subaru,Model_6214,Midsize,26.1,22.8,22.4,16,25,Driver & Passenger,4273,3.6
Honda,Model_6215,Large,39.0,17.6,28.0,31,33,None,4674,1.8
